path,label
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010653.jpg,Honda Accord Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015269.jpg,Toyota Sequoia SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000397.jpg,Acura TSX Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004367.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001047.jpg,Audi TTS Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/008459.jpg,Ferrari 458 Italia Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006976.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001356.jpg,Audi 100 Sedan 1994
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010537.jpg,Honda Accord Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001163.jpg,Audi R8 Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/012635.jpg,Land Rover Range Rover SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006369.jpg,Chrysler 300 SRT-8 2010
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013759.jpg,Nissan Leaf Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/005387.jpg,Chevrolet Malibu Hybrid Sedan 2010
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/014877.jpg,Suzuki Aerio Sedan 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003332.jpg,Bentley Continental GT Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000758.jpg,Aston Martin Virage Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/002230.jpg,BMW 1 Series Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013173.jpg,Mercedes-Benz 300-Class Convertible 1993
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/011451.jpg,Hyundai Elantra Touring Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/005204.jpg,Chevrolet Avalanche Crew Cab 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001819.jpg,Audi S4 Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/009474.jpg,Ford E-Series Wagon Van 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/014258.jpg,Porsche Panamera Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/005699.jpg,Chevrolet Express Van 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/002952.jpg,BMW X3 SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003218.jpg,Bentley Arnage Sedan 2009
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/014587.jpg,Scion xD Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013285.jpg,Mercedes-Benz C-Class Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/007562.jpg,Dodge Challenger SRT8 2011
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001791.jpg,Audi S5 Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/011480.jpg,Hyundai Azera Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/012182.jpg,Jeep Grand Cherokee SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/011671.jpg,Infiniti QX56 SUV 2011
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/009152.jpg,Ford GT Coupe 2006
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/014436.jpg,Rolls-Royce Ghost Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/005553.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004803.jpg,Chevrolet Camaro Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/005661.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/005793.jpg,Chevrolet Monte Carlo Coupe 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015510.jpg,Toyota 4Runner SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000489.jpg,Acura Integra Type R 2001
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006660.jpg,Daewoo Nubira Wagon 2002
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/011057.jpg,Hyundai Sonata Hybrid Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006743.jpg,Dodge Caliber Wagon 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000564.jpg,Acura ZDX Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006301.jpg,Chrysler Town and Country Minivan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006906.jpg,Dodge Caravan Minivan 1997
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/002342.jpg,BMW 3 Series Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/009349.jpg,Ford F-150 Regular Cab 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001408.jpg,Audi 100 Wagon 1994
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006859.jpg,Dodge Caliber Wagon 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/014671.jpg,Spyker C8 Convertible 2009
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013678.jpg,Mitsubishi Lancer Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013510.jpg,Mercedes-Benz S-Class Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/005165.jpg,Chevrolet Express Cargo Van 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010067.jpg,GMC Savana Van 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/002055.jpg,BMW ActiveHybrid 5 Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004939.jpg,Chevrolet Impala Sedan 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/007084.jpg,Dodge Ram Pickup 3500 Quad Cab 2009
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003448.jpg,Bentley Continental GT Coupe 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003058.jpg,BMW Z4 Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003824.jpg,Buick Rainier SUV 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/011556.jpg,Infiniti G Coupe IPL 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013893.jpg,Nissan NV Passenger Van 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/002713.jpg,BMW M3 Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006195.jpg,Chrysler Sebring Convertible 2010
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/012302.jpg,Lamborghini Reventon Coupe 2008
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000107.jpg,Acura RL Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/011902.jpg,Jeep Patriot SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004840.jpg,Chevrolet HHR SS 2010
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004602.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010432.jpg,Honda Odyssey Minivan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/014791.jpg,Spyker C8 Coupe 2009
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/009681.jpg,GMC Terrain SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/014037.jpg,Nissan 240SX Coupe 1998
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000953.jpg,Audi RS 4 Convertible 2008
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/008547.jpg,Fisker Karma Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/014107.jpg,Plymouth Neon Coupe 1999
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015338.jpg,Toyota Camry Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/012862.jpg,MINI Cooper Roadster Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/012068.jpg,Jeep Liberty SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/007460.jpg,Dodge Dakota Club Cab 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015112.jpg,Suzuki SX4 Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/008729.jpg,Ford Mustang Convertible 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/007331.jpg,Dodge Dakota Crew Cab 2010
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013921.jpg,Nissan Juke Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015026.jpg,Suzuki SX4 Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/012854.jpg,Lincoln Town Car Sedan 2011
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/012460.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015886.jpg,Volvo C30 Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013131.jpg,McLaren MP4-12C Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/011974.jpg,Jeep Wrangler SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000044.jpg,AM General Hummer SUV 2000
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006117.jpg,Chrysler Aspen SUV 2009
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/008782.jpg,Ford Freestar Minivan 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004114.jpg,Cadillac CTS-V Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/009089.jpg,Ford Ranger SuperCab 2011
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/007209.jpg,Dodge Sprinter Cargo Van 2009
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003314.jpg,Bentley Mulsanne Sedan 2011
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001981.jpg,Audi TT RS Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000733.jpg,Aston Martin V8 Vantage Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010184.jpg,Geo Metro Convertible 1993
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/002626.jpg,BMW X6 SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/008952.jpg,Ford Edge SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003537.jpg,Bentley Continental Flying Spur Sedan 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015978.jpg,Volvo 240 Sedan 1993
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/012589.jpg,Lamborghini Diablo Coupe 2001
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/008364.jpg,Ferrari 458 Italia Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/011368.jpg,Hyundai Sonata Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000628.jpg,Aston Martin V8 Vantage Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/007685.jpg,Dodge Durango SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000859.jpg,Aston Martin Virage Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004039.jpg,Buick Enclave SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004448.jpg,Chevrolet Corvette Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/007466.jpg,Dodge Magnum Wagon 2008
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004299.jpg,Cadillac Escalade EXT Crew Cab 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/014921.jpg,Suzuki Kizashi Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/002815.jpg,BMW M5 Sedan 2010
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015747.jpg,Volkswagen Golf Hatchback 1991
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010880.jpg,Hyundai Tucson SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/005056.jpg,Chevrolet Sonic Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010346.jpg,HUMMER H2 SUT Crew Cab 2009
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000244.jpg,Acura TL Type-S 2008
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/002129.jpg,BMW 1 Series Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/011120.jpg,Hyundai Elantra Sedan 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010715.jpg,Hyundai Veloster Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/009256.jpg,Ford F-150 Regular Cab 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001470.jpg,Audi TT Hatchback 2011
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001697.jpg,Audi S5 Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/014376.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001950.jpg,Audi S4 Sedan 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/008049.jpg,Eagle Talon Hatchback 1998
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004144.jpg,Cadillac SRX SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/002603.jpg,BMW X5 SUV 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/008304.jpg,Ferrari California Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/008178.jpg,Ferrari FF Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013592.jpg,Mercedes-Benz Sprinter Van 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/014308.jpg,Ram C/V Cargo Van Minivan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013489.jpg,Mercedes-Benz E-Class Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/009425.jpg,Ford Focus Sedan 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004541.jpg,Chevrolet Corvette ZR1 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000984.jpg,Audi A5 Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/012233.jpg,Jeep Compass SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/007780.jpg,Dodge Durango SUV 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001274.jpg,Audi V8 Sedan 1994
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/016160.jpg,smart fortwo Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010796.jpg,Hyundai Santa Fe SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003910.jpg,Buick Verano Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006504.jpg,Chrysler Crossfire Convertible 2008
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/008070.jpg,FIAT 500 Abarth 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/011712.jpg,Isuzu Ascender SUV 2008
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/002892.jpg,BMW M6 Convertible 2010
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003738.jpg,Buick Regal GS 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/007270.jpg,Dodge Journey SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015209.jpg,Tesla Model S Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015381.jpg,Toyota Camry Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003266.jpg,Bentley Mulsanne Sedan 2011
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004714.jpg,Chevrolet Traverse SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003157.jpg,Bentley Continental Supersports Conv. Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013281.jpg,Mercedes-Benz C-Class Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/007472.jpg,Dodge Magnum Wagon 2008
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004844.jpg,Chevrolet HHR SS 2010
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/009655.jpg,GMC Terrain SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/008488.jpg,Ferrari 458 Italia Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001010.jpg,Audi A5 Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006189.jpg,Chrysler Aspen SUV 2009
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/002775.jpg,BMW M3 Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010262.jpg,HUMMER H3T Crew Cab 2010
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/014278.jpg,Ram C/V Cargo Van Minivan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003349.jpg,Bentley Continental GT Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010717.jpg,Hyundai Veloster Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004621.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/012133.jpg,Jeep Grand Cherokee SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001102.jpg,Audi TTS Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/011410.jpg,Hyundai Elantra Touring Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/007565.jpg,Dodge Challenger SRT8 2011
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006446.jpg,Chrysler Crossfire Convertible 2008
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001992.jpg,Audi TT RS Coupe 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006835.jpg,Dodge Caliber Wagon 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/002300.jpg,BMW 3 Series Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/009293.jpg,Ford F-150 Regular Cab 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013505.jpg,Mercedes-Benz S-Class Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006053.jpg,Chevrolet Silverado 1500 Regular Cab 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/012457.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/014560.jpg,Rolls-Royce Phantom Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015987.jpg,Volvo 240 Sedan 1993
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/009490.jpg,Ford E-Series Wagon Van 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010037.jpg,GMC Savana Van 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000462.jpg,Acura Integra Type R 2001
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004984.jpg,Chevrolet Tahoe Hybrid SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/008620.jpg,Ford F-450 Super Duty Crew Cab 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/011995.jpg,Jeep Wrangler SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013716.jpg,Mitsubishi Lancer Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001945.jpg,Audi S4 Sedan 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015662.jpg,Volkswagen Golf Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/007816.jpg,Dodge Charger Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001651.jpg,Audi S5 Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003403.jpg,Bentley Continental GT Coupe 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015014.jpg,Suzuki SX4 Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/009385.jpg,Ford Focus Sedan 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/005079.jpg,Chevrolet Sonic Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001454.jpg,Audi 100 Wagon 1994
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001587.jpg,Audi S6 Sedan 2011
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006302.jpg,Chrysler Town and Country Minivan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/012845.jpg,Lincoln Town Car Sedan 2011
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000111.jpg,Acura RL Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000497.jpg,Acura ZDX Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/002932.jpg,BMW M6 Convertible 2010
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004920.jpg,Chevrolet Impala Sedan 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010642.jpg,Honda Accord Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013932.jpg,Nissan Juke Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010398.jpg,Honda Odyssey Minivan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015878.jpg,Volvo C30 Hatchback 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/000789.jpg,Aston Martin Virage Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/010452.jpg,Honda Odyssey Minivan 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/009155.jpg,Ford GT Coupe 2006
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/012553.jpg,Lamborghini Diablo Coupe 2001
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/001357.jpg,Audi 100 Sedan 1994
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/013885.jpg,Nissan NV Passenger Van 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/011138.jpg,Hyundai Elantra Sedan 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/003101.jpg,BMW Z4 Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/005216.jpg,Chevrolet Avalanche Crew Cab 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004172.jpg,Cadillac SRX SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006546.jpg,Chrysler PT Cruiser Convertible 2008
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004722.jpg,Chevrolet Camaro Convertible 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006624.jpg,Daewoo Nubira Wagon 2002
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015108.jpg,Suzuki SX4 Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004221.jpg,Cadillac Escalade EXT Crew Cab 2007
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/009254.jpg,Ford F-150 Regular Cab 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004313.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/015196.jpg,Tesla Model S Sedan 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/006753.jpg,Dodge Caliber Wagon 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/007659.jpg,Dodge Durango SUV 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/005380.jpg,Chevrolet Malibu Hybrid Sedan 2010
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004533.jpg,Chevrolet Corvette ZR1 2012
/content/drive/My Drive/基於深度學習之視覺辨識專論/HW1/training_data/004056.jpg,Cadillac CTS-V Sedan 2012
